Menu,Meth,Ingre,Step,ImURL,,,,,,,,,,,,,,,,,,,,
แกงกะทิสายบัว,แกง,"สายบัว,ปลาทูแกะเนื้อ,กะทิ,หอมแดง,กระเทียม,พริกไทยเม็ด",ลอกเปลือกสายบัวและหักเป็นท่อน แช่น้ำเกลือไว้เพื่อไม่ให้ดำ|โขลกหอมแดง กระเทียม กะปิ และพริกไทยเม็ดให้ละเอียด|ตั้งหม้อใส่กะทิ นำเครื่องที่โขลกไว้ลงไปละลายให้เข้ากัน|พอกะทิเดือด ใส่สายบัวลงไปต้มจนสุกนิ่ม|ปรุงรสด้วยน้ำปลา น้ำมะขามเปียก และน้ำตาลปี๊บ|ใส่เนื้อปลาทูแกะลงไป รอให้เดือดอีกครั้งแล้วปิดเตา,https://food-heal.com/wp-content/uploads/2024/01/1.png,,,,,,,,,,,,,,,,,,,,
แกงฟักทอง,แกง,"ฟักทอง,ไก่,พริกแกงเผ็ด,กะทิ,ใบโหระพา,ใบมะกรูด,พริกชี้ฟ้า",หั่นฟักทองและเนื้อสัตว์เป็นชิ้นพอดีคำ|ตั้งหม้อเคี่ยวกะทิให้แตกมัน นำพริกแกงเผ็ดลงไปผัดจนหอม|ใส่เนื้อสัตว์ลงไปผัดจนสุก|เติมกะทิที่เหลือลงไป รอให้เดือดแล้วใส่ฟักทอง|ปรุงรสด้วยน้ำปลาและน้ำตาลปี๊บ|ต้มจนฟักทองสุกนิ่ม ฉีกใบมะกรูด ใส่พริกชี้ฟ้าและใบโหระพาลงไปแล้วปิดเตา,https://s359.kapook.com/pagebuilder/24375720-7317-4d93-ad98-91bf6edeaa21.jpg,,,,,,,,,,,,,,,,,,,,
ไข่ตุ๋น,นึ่ง,"ไข่ไก่,หมูสับ,น้ำต้มสุกหรือน้ำซุป,กระเทียม,ต้นหอม,ผักชี",เจียวกระเทียมเตรียมไว้ จากนั้นรวนหมูสับให้สุกและปรุงรสเล็กน้อยเตรียมไว้|ตอกไข่ใส่ชาม ตีให้เข้ากันเบาๆ เพื่อไม่ให้เกิดฟองอากาศเยอะ|ใส่น้ำต้มสุกหรือน้ำซุปในอัตราส่วนที่เท่ากับไข่|ปรุงรสด้วยซีอิ๊วขาว ซอสปรุงรส และพริกไทยป่น|กรองส่วนผสมไข่ด้วยกระชอนเพื่อให้เนื้อเนียน นำไปใส่ถ้วยสำหรับนึ่ง|นึ่งไข่ด้วยไฟอ่อนประมาณ 15-20 นาทีจนสุก|นำหมูสับที่รวนไว้มาโรยหน้าไข่ตุ๋น ตกแต่งด้วยกระเทียมเจียว ต้นหอม และผักชี,https://scontent.fbkk5-7.fna.fbcdn.net/v/t1.6435-9/132329874_4015954665337385_4691281607060334942_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=13d280&_nc_ohc=ZWpY6QppHCIQ7kNvwH7GVUd&_nc_oc=Adn1LVoYEEWljKb-7w8hh0O9TG3j8iunFlY4312Gi0q7wsGItz0xObDwZNsQQLpRaIQr-RiTqrBXDppr5DRP4vRa&_nc_zt=23&_nc_ht=scontent.fbkk5-7.fna&_nc_gid=uO6_CWyYTz8nWN2txGBn-A&_nc_ss=8&oh=00_Afz6H94Fa-yXn5qYw6izAxdv6BCL6h0UR7Y6-w8sZ8mzog&oe=69D15636,,,,,,,,,,,,,,,,,,,,
น้ำพริกอ่อง,ตำ,"หมูสับ,มะเขือเทศ,พริกแห้ง,หอมแดง,กระเทียม,ผักชี,ต้นหอม",โขลกพริกแห้ง กระเทียม และหอมแดงให้ละเอียด|ตั้งกระทะใส่น้ำมันเล็กน้อย นำพริกแกงที่โขลกไว้ลงผัดจนหอม|ใส่หมูสับลงไปผัดจนสุก|ใส่มะเขือเทศหั่นชิ้นลงไปผัดจนมะเขือเทศสุกเละ|ปรุงรสด้วยน้ำปลา กะปิ และน้ำตาลทรายเล็กน้อย|ผัดให้เข้ากันจนน้ำงวด ปิดเตา ตักใส่ถ้วยโรยด้วยผักชีและต้นหอมซอย,https://f.ptcdn.info/342/081/000/rz2d9w2c93qrEkK8f14Cz-o.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกหนุ่ม,ตำ,"พริกหนุ่ม,หอมแดง,กระเทียม,ผักชี",นำพริกหนุ่ม หอมแดง และกระเทียมไปย่างไฟหรือคั่วในกระทะจนสุกหอมและเปลือกมีรอยไหม้|ลอกเปลือกพริก หอมแดง และกระเทียมที่ไหม้ออก|นำพริก หอมแดง และกระเทียมที่ลอกเปลือกแล้วลงโขลกพอหยาบ|ปรุงรสด้วยเกลือและน้ำปลา|คลุกเคล้าให้เข้ากัน ตักใส่ถ้วย โรยหน้าด้วยผักชี,https://s359.kapook.com/pagebuilder/44d114c7-c768-4752-9759-f0bf62d769b7.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกมะเขือ,ตำ,"มะเขือยาว,พริกหนุ่ม,หอมแดง,กระเทียม,ใบสะระแหน่",นำมะเขือยาว พริกหนุ่ม หอมแดง และกระเทียมไปย่างไฟจนสุกนิ่ม|ลอกเปลือกมะเขือ พริกหนุ่ม หอมแดง และกระเทียมออกให้หมด|นำพริก หอมแดง และกระเทียมลงโขลกให้พอแหลก|ใส่มะเขือย่างลงไปโขลกเบาๆ ให้เข้ากัน|ปรุงรสด้วยน้ำปลาและน้ำมะนาว|ตักใส่ถ้วย ตกแต่งด้วยใบสะระแหน่,https://i.ytimg.com/vi/LEx128Q6Hvc/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCfYrmX7vqANkdPn4hHdBeHxUdh4A,,,,,,,,,,,,,,,,,,,,
ผัดมะเขือยาวหมูสับ,ผัด,"มะเขือยาว,หมูสับ,กระเทียม,พริกจินดาแดง,ใบโหระพา",หั่นมะเขือยาวเป็นชิ้นพอดีคำ แช่น้ำเกลือทิ้งไว้สักครู่เพื่อไม่ให้ดำแล้วสะเด็ดน้ำ|ตั้งกระทะใส่น้ำมัน นำกระเทียมและพริกสับลงผัดให้หอม|ใส่หมูสับลงไปผัดจนสุก|ใส่มะเขือยาวลงไปผัด เติมน้ำเปล่าเล็กน้อยเพื่อให้มะเขือสุกนิ่ม|ปรุงรสด้วยเต้าเจี้ยว ซอสหอยนางรม ซีอิ๊วขาว และน้ำตาลทราย|ผัดให้เข้ากัน ใส่ใบโหระพาลงไปคลุกเคล้าแล้วปิดเตา,https://instagram.fbkk5-4.fna.fbcdn.net/v/t51.29350-15/471464231_1269965387543422_6341257850126285926_n.webp?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InRocmVhZHMuQ0FST1VTRUxfSVRFTS5pbWFnZV91cmxnZW4uMTQzOXgxMDk1LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZS5jMiJ9&_nc_ht=instagram.fbkk5-4.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QFAjr-vhxczjIDdl4kmGhRuiFeCQNjEDjGwSMJxC2gBunBbk5tB0zztunK6Yuux4UBzAVjmUJJKe12pauZyV_uA&_nc_ohc=w2BesW0q2GEQ7kNvwFOsaM3&_nc_gid=hHKnQ2-orGmHrRt6lCf1DQ&edm=AKr904kBAAAA&ccb=7-5&ig_cache_key=MzUyOTg3MjgyNzA1ODc2OTM3MA%3D%3D.3-ccb7-5&oh=00_AfwQZjOJDsg98jU-eA7c-KaRQMz2ZLsh65YqDurqo9FD2w&oe=69AF95A5&_nc_sid=23467f,,,,,,,,,,,,,,,,,,,,
ไก่ตุ๋นซอสมะเขือเทศ,ตุ๋น,"ปีกไก่,มะเขือเทศ,หอมใหญ่,มันฝรั่ง,แครอท,กระเทียม,รากผักชี,พริกไทยเม็ด",โขลกรากผักชี กระเทียม และพริกไทยเม็ดให้ละเอียด|ตั้งกระทะใส่น้ำมันเล็กน้อย นำเครื่องที่โขลกไว้ลงผัดจนหอม|ใส่ไก่ลงไปผัดพอหนังตึง|ใส่มะเขือเทศ หอมใหญ่ มันฝรั่ง และแครอทที่หั่นเป็นชิ้นลงไป|เติมน้ำเปล่าให้ท่วม ปรุงรสด้วยซอสมะเขือเทศ ซีอิ๊วขาว ซอสปรุงรส และน้ำตาล|ตุ๋นด้วยไฟอ่อนประมาณ 30-40 นาทีจนไก่นุ่มและน้ำซอสข้นขึ้น,https://scontent.fbkk5-8.fna.fbcdn.net/v/t39.30808-6/484946472_1202003048219905_8568390682710922949_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=7b2446&_nc_ohc=Q0QXgLrQyP0Q7kNvwFUF_4Q&_nc_oc=Adk_Gdf6dG22L7ae_5P6k29YhlRXUmC3UI7Kg08qYhw1tFHEf1CRGDJyLEPAWTt8aCcfjj9PmLjBUFE4w7blKt-a&_nc_zt=23&_nc_ht=scontent.fbkk5-8.fna&_nc_gid=Y_Jopi948e4bE-Fc3gMEtQ&_nc_ss=8&oh=00_Afw8W1n8l4MWMcQgCsYYV4aeGcdB-ac3gUHLabawo3bqXA&oe=69AFA0E7,,,,,,,,,,,,,,,,,,,,
ซุปใสมะเขือเทศใส่ไข่,ต้ม,"มะเขือเทศเนื้อ,ไข่ไก่,ต้นหอมตามชอบ",ต้มน้ำเปล่ารอให้เดือด|หั่นมะเขือเทศ ให้เป็นชิ้นเล็กๆตามชอบ|เมื่อน้ำเดือดใส่มะเขือเทศ|ต้มจนมะเขือเทศนิ่ม|ตอกไข่ใส่ชามและปรุงรสลงไปในไข่ได้เลย|เมื่อน้ำเดือดเทไข่ลงไป อย่าเพิ่งคน แล้วไข่จะฟูน่าทานค่ะ|ปิดไฟโรยต้มหอม พร้อมเสริฟค่ะ,https://img.wongnai.com/p/1968x0/2018/06/10/06b10ae02f6a46878e11572cdea74ee2.jpg,,,,,,,,,,,,,,,,,,,,
สปาเกตตี้ซอสมะเขือเทศมินิค็อกเทล,ผัด,"เส้นสปาเกตตี้,มินิค็อกเทล,แครอท,หอมหัวใหญ่,ผักสลัด,ซอสมะเขือเทศ",ตั้งหม้อต้มน้ำให้เดือดใส่เกลือลงไป 1 ช้อนชา |จากนั้นเอาเส้นสปาเกตตี้ลงไปต้มจนเส้นสุกได้ทีกำลังดี |ตักเส้นสปาเกตตี้ออกมาแช่น้ำเย็น แล้วเอาเส้นมาพักไว้ราดน้ำมันพืชลงไปคลุกเส้นเล็กน้อยไม่ให้เส้นจับกันเป็นก้อน|จากนั้นนำมินิค็อกเทลมาลวกในน้ำร้อนพอสุกตักออกมาพักไว้|ตั้งกระทะเพื่อทำซอส พอกระทะเริ่มร้อนใส่ซอสมะเขือเทศลงไปผัดกับหอมหัวใหญ่และแครอทหั่นเต๋า เติมน้ำเล็กน้อยและปรุงรสด้วยซอสหอยนางรม เกลือ น้ำตาลทรายตามชอบ ผัดให้เข้ากัน|จากนั้นเอาเส้นสปาเกตตี้และมินิค็อกเทลลงไปผัดให้น้ำซอสเข้าในเส้น ชิมและปรุงรสเพิ่มเติมตามใจชอบ|จัดจานโดยเอาผักสลัดมารองจากนั้นตักเส้นสปาเกตตี้ลงในจาน ราดด้วยซอสมะเขือเทศและมินิค็อกเทล เท่านี้ก็เป็นอันเสร็จเรียบร้อบ พร้อมทานจ้า,https://img.wongnai.com/p/1968x0/2018/05/12/7a826743ffe54f139d5f2d1f4f00a125.jpg,,,,,,,,,,,,,,,,,,,,
มะเขือเทศผัดไข่สไตล์จีน,ผัด,"มะเขือเทศหั่นเสี้ยว,ไข่ไก่,มะเขือเทศเนื้อ,ไข่ไก่,ต้นหอมตามชอบ",ตั้งกระทะให้น้ำมันร้อน แต่ไม่ต้องร้อนจัด|ตอกไข่ไก่ใส่ชาม ตีให้เข้ากัน เทไข่ลงไปในกระทะ|ผัดไข่ให้เป็นไข่กวนเหลวๆ อย่าสุกมาก ตักขึ้นใส่ชามพักไว้ก่อน|ใส่น้ำมันลงในกระทะเล็กน้อย ผัดมะเขือเทศพอเข้ากัน|ปรุงรสด้วยเกลือและน้ำตาล สามารถเพิ่มลดปริมาณเกลือและน้ำตาลได้ตามชอบ|ผัดจนน้ำมะเขือเทศออกมา หรี่ไฟอ่อน|เทไข่ที่กวนไว้ตอนแรกลงไป|ปรุงรสด้วยผงปรุงรส|ผัดให้ทุกอย่างเข้ากันดี ลองชิมรสดู สามารถปรุงเพิ่มได้ก่อนตักขึ้น|โรยพริกไทยดำบดหรือพริกไทยขาวป่น ตกแต่งเล็กน้อยด้วยผักสีเขียวเพื่อความสวยงาม เสิร์ฟร้อนๆ กินกับข้าวสวย ,https://img.wongnai.com/p/1968x0/2019/05/29/5b598e1d7dc84f66967c813073b0190e.jpg,,,,,,,,,,,,,,,,,,,,
ผัดบล็อกโคลี่แครอท,ผัด,"บล็อกโคลี่,แครอท,กระเทียม",ตั้งกระทะไฟกลางตามด้วยน้ำมันพืช และกระเทียมลงไปผัดจนหอม|ตามด้วยบล็อกโคลี่และแครอท เติมน้ำให้พอดีผัก และเร่งเป็นไฟแรง ปล่อยให้ผักสุก ปริมาณน้ำจะลดลง|เมื่อผักสุก ปรุงรสด้วย น้ำตาลทราย ผงปรุงรส ซอสหอยนางรม และพริกไทบขาวป่น ชิมรสตามชอบ|ปิดไฟ พร้อมทาน,https://img.wongnai.com/p/1968x0/2022/09/18/6d26dcf54e5b47418ef80a62065b5dfa.jpg,,,,,,,,,,,,,,,,,,,,
ผัดกะหล่ำ,ผัด,"วุ้นเส้น,กะหล่ำปลี,หมูสับ,กระเทียม,ไข่ไก่",สับกระเทียมให้ละเอียด แช่วุ้นเส้นให้นิ่มสัก 5 นาทีก่อนนำไปผัด|ใส่น้ำมันลงในกระทะ ใส่กระเทียมลงไปผัดให้หอม|ใส่หมูสับไปผัดให้สุก ตามด้วยไข่ไก่ผัดให้เข้ากัน|ใส่กะหล่ำปลีลงไปผัดด้วยกัน เติมน้ำเปล่าลงไปเล็กน้อย|ใส่วุ้นเส้นตามไป ปรุงด้วย ซอสหอยนางรม น้ำตาล และซีอิ๊วขาว คลุกเคล้าเข้ากัน,https://f.ptcdn.info/478/075/000/r2o36ex5N9FkqrcECt-o.jpg,,,,,,,,,,,,,,,,,,,,
ผัดบล็อคคอลลี่,ผัด,"บล็อกโคลี่,แครอท,กระเทียม ",ตั้งกระทะไฟกลางตามด้วยน้ำมันพืช และกระเทียมลงไปผัดจนหอม|ตามด้วยบล็อกโคลี่และแครอท เติมน้ำให้พอดีผัก และเร่งเป็นไฟแรง ปล่อยให้ผักสุก ปริมาณน้ำจะลดลง|เมื่อผักสุก ปรุงรสด้วย น้ำตาลทราย ผงปรุงรส ซอสหอยนางรม และพริกไทบขาวป่น ชิมรสตามชอบ ,https://img.wongnai.com/p/1968x0/2022/09/18/6d26dcf54e5b47418ef80a62065b5dfa.jpg,,,,,,,,,,,,,,,,,,,,
ตำข้าวโพด,ตำ,"ข้าวโพด,แครอท,กระเทียม,ถั่วฝักยาว,มะเขือเทศ,น้ำตาลปี๊บ",ตำกระเทียม พริก ถั่วฟักยาว มะเขือเทศ|ใส่มะละกอ ปรุงรส ตำคลุกกันให้ทั่ว และตักใส่จาน ,https://img.wongnai.com/p/1920x0/2016/03/30/115d1724bea847688c947dbc2c40d7f5.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกปลาทู,ตำ,"เนื้อปลาทูทอด,พริกหยวก,พริกจินดาแดง,พริกชี้ฟ้าแดง,กระเทียม,หอมแดง,มะนาว,น้ำปลาร้า,น้ำตาลปี๊บ",นำกระทะมาตั้งไฟกลางกระเทียมนำขึ้นมาพักไว้|ปอกเปลือกพริกและหอมแดงที่ย่างแล้วให้หมดกระเทียมและหอมแดงเล็กน้อยตำให้เข้ากัน|ปรุงรสด้วยเกลือน้ำปลาและมะนาวเสิร์ฟพร้อมผักตามชอบ,https://img.wongnai.com/p/800x0/2024/02/02/b016edd346b447ada8ae8e12a7f05b32.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกหนุ่ม,ตำ,"พริกหนุ่ม,พริกชี้ฟ้าเขียว,หอมแดง,กระเทียม,มะนาว",ตั้งกระทะใช้ไฟกลางกระเทียมและหอมแดงจนนิ่ม|นำพริกปรุงรสด้วยเกลือและน้ำมะนาว|ตักใส่ถ้วย เสิร์ฟพร้อมผักตามชอบ,https://img.wongnai.com/p/800x0/2024/01/06/d6280200ba544005a51dde90a47658fd.jpg,,,,,,,,,,,,,,,,,,,,
หมูนุ่มผัดพริกขิง,ผัด,"หมูชิ้น,น้ำพริกแกงเผ็ด,ขิง,น้ำตาลปี๊บ,ถั่วฝักยาว,ใบมะกรูดซอยฝอย,พริกชีฟ้าแดงซอย",โขลกน้ำพริกแกงเผ็ดกับขิงเข้าด้วยกัน|ใส่น้ำพริกแกงลงในกระทะเปิดไฟอ่อนผัดให้พอหอม|พอน้ำพริกแกงมีกลิ่นหอมแล้วผัดจนน้ำตาลปี๊บละลายเข้ากันดีกับน้ำพริกแกง|ใส่และเนื้อหมูสุก|ใส่ถั่วฝักยาวอ่านต่อได้ที่|เติมน้ำปลาแล้วผัดผสมให้เข้ากันและพริกชี้ฟ้าแดงซอย อ่านต่อได้ที่,https://img.wongnai.com/p/800x0/2023/12/08/c86b69d4ea0e409a87d8ad04c53b357c.jpg,,,,,,,,,,,,,,,,,,,,
ต้มยำหมูสับไข่น้ำ,ต้ม,"หมูสับ,พริกป่น,มะนาว,ถั่วลิสงคั่วบด,น้ำพริกเผา,กระเทียม,ผักชี",ในชามผสมตอกไข่ลงไปตีให้เข้ากัน|ตั้งกระทะไฟกลางทอดไข่จนสุก|เมื่อไข่เย็นลงแล้วๆนำกระเทียมลงไปผัดจนหอมผัดจนหมูสับเริ่มแห้งลง|เติมน้ำเปล่าลงไปน้ำตาลน้ำปลาคนให้เข้ากัน|เมื่อเข้ากันแล้วคนให้เข้ากันโรยด้วยต้นหอมและผักชีตามชอบ พร้อมเสิร์ฟ,https://img.wongnai.com/p/800x0/2023/10/14/4f077c08f3d041569dbfab0c9eaf2d36.jpg,,,,,,,,,,,,,,,,,,,,
หมึกผัดไข่เค็ม,ผัด,"ไข่แดงเค็ม,ไข่เค็มหั่นชิ้น,พริกเผา,กระเทียม,ปลาหมึก,ขึ้นฉ่าย,ต้นหอม,พริกชี้ฟ้า",ใส่ไข่แดงเค็มลงในถ้วย ตามด้วยน้ำเปล่า บดพอเข้ากัน |หั่นปลาหมึกเป็นแว่น และสับกระเทียม ซอยพริกชี้ฟ้าให้เป็นเส้น|จากนั้นใส่พริกเผา ซอสหอยนางรม ซีอิ๊วขาว และน้ำตาลทราย คนให้เข้ากันแล้วพักไว้|ตั้งกระทะบนเตา ใช้ไฟกลาง พอกระทะร้อน ใส่น้ำมันพืชลงไป ตามด้วยกระเทียมสับ ผัดจนพอเหลืองหอม|ใส่ไข่แดงบดที่เตรียมไว้ลงไปผัด ตามด้วยปลาหมึกหั่นแว่น ไข่เค็มหั่นชิ้น ผัดจนปลาหมึกสุก และไข่แดงเค็มเคลือบปลาหมึกจนทั่ว|ใส่ขึ้นฉ่าย ต้นหอม และพริกชี้ฟ้า ผัดให้เข้ากัน แล้วตักขึ้นจัดใส่จาน โรยตกแต่งด้วยพริกชี้ฟ้าแดงซอยเป็นเส้น ก็พร้อมเสิร์ฟได้เลย ,https://img.wongnai.com/p/800x0/2017/09/12/46fd78fe0d4c4953a5cafe40dd1ae4cc.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกมันฝรั่ง,ตำ,"มันฝรั่ง,พริกขี้หนู,หอมแดง,กระเทียม",คั่วหอมแดงและกระเทียมให้สุกพักไว้|จากนั้นคั่วพริกขี้หนูให้สุกปอกเปลือกหั่นชิ้นเตรียมไว้|นำหอมแดงและพริกขี้หนูโขลกให้พอแหลก|จากนั้นใส่มันฝรั่งต้มลงไปโขลกจากนั้นโรยพริกขี้หนูก่อนจัดเสิร์ฟ,https://img.wongnai.com/p/800x0/2022/11/23/053d17156dfc4e41a2afa93e6e2d9675.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกปลาดุกต้ม,ตำ,"ปลาดุก,พริกหนุ่ม,หอมแดง,กระเทียม,น้ำมะนาว,น้ำต้มสุก,ต้นหอม,ผักชี",นำปลาดุกไปต้มให้สุก|นำพริกหนุ่ม หอมแดง และกระเทียมไปคั่วในกระทะโดยไม่ใช้น้ำมันจนสุกหอม|ลอกเปลือกพริกที่ไหม้ออกเล็กน้อยแล้วนำไปโขลกพร้อมหอมและกระเทียมให้ละเอียด|ใส่เนื้อปลาต้มลงไปโขลกให้เข้าเป็นเนื้อเดียวกัน|ปรุงรสด้วยน้ำปลาและน้ำมะนาว เติมน้ำต้มสุกเล็กน้อยเพื่อไม่ให้แห้งเกินไป|โรยหน้าด้วยต้นหอมและผักชีซอย,https://www.lemon8-app.com/seo/image?item_id=7282017802960617986&index=0&sign=56ecadaaff8f1da56de80e6abfea2a14,,,,,,,,,,,,,,,,,,,,
น้ำพริกปลาดุกย่าง,ตำ,"ปลาดุก,พริกแห้ง,หอมแดง,กระเทียม,น้ำมะขามเปียก,น้ำต้มสุก",นำปลาดุกไปย่างให้สุก|นำพริกแห้ง หอมแดง และกระเทียมไปคั่วในกระทะจนหอมและสุก|แกะเนื้อปลาย่างโดยระวังอย่าให้มีก้างติดมาด้วย|นำพริก หอม และกระเทียมที่คั่วไว้มาโขลกให้ละเอียด|ใส่เนื้อปลาย่างลงไปโขลกให้เข้ากัน|ปรุงรสด้วยน้ำปลา น้ำมะขามเปียก และน้ำตาล เติมน้ำต้มสุกเล็กน้อย|คลุกเคล้าให้ส่วนผสมเข้ากันดี,https://pbs.twimg.com/media/Exi2BIrU4Ag3ht4.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกมะม่วงหิมพานต์,ตำ,"เม็ดมะม่วงหิมพานต์อบ,พริกแห้ง,หอมแดง,กระเทียม,กะปิ,น้ำมะนาว",นำกะปิห่อใบตองไปย่างไฟให้หอม|นำพริกแห้ง หอมแดง และกระเทียมไปคั่วจนสุกหอม|นำส่วนผสมที่คั่วไว้และกะปิที่ย่างมาโขลกให้ละเอียด|ใส่เม็ดมะม่วงหิมพานต์อบลงไปโขลกพอหยาบๆ เพื่อให้ยังมีความกรุบกรอบ|ปรุงรสด้วยน้ำมะนาว น้ำปลา และน้ำตาล|คนให้เข้ากัน ตักเสิร์ฟพร้อมผักเคียง,https://i.ytimg.com/vi/DpOPJTp42nw/maxresdefault.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกถั่วลิสง,ตำ,"ถั่วลิสงคั่วเอาเปลือกออก,พริกแห้ง,หอมแดง,กระเทียม,มะขามเปียก,น้ำต้มสุก",คั่วพริกแห้ง หอมแดง และกระเทียมในกระทะจนสุกหอม|นำพริก หอม และกระเทียมลงโขลกจนละเอียด|ใส่ถั่วลิสงคั่วลงไปโขลกให้พอหยาบ|ปรุงรสด้วยน้ำมะขามเปียก น้ำปลา และน้ำตาล|เติมน้ำต้มสุกเล็กน้อยเพื่อปรับความข้นตามต้องการ คลุกเคล้าให้เข้ากัน,https://i.ytimg.com/vi/AocwiHwhxF4/maxresdefault.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกหมูสับ,ตำ,"หมูสับ,พริกขี้หนูแห้ง,กระเทียม,หอมแดง",นำพริกขี้หนูแห้งและหอมแดงซอยและจนทุกอย่างสุกนิ่มดีจากนั้นใส่หมูสับลงไปตำให้เข้ากัน|ตั้งกระทะใส่น้ำมันให้พอร้อนปรุงรสชาติด้วยน้ำปลาผัดจนทุกอย่างเข้ากันจนสุกอ่านต่อได้ที่เสิร์ฟพร้อมไข่ต้มและผักต้มสำหรับกินเคียงตามชอบ,https://img.wongnai.com/p/800x0/2020/08/07/1be1f76d9b3b46e8929322b94eda6328.jpg,,,,,,,,,,,,,,,,,,,,
หมี่ผัดน้ำพริกหนุ่ม,ผัด,"แคบหมู,แครอท​,น้ำพริก​หนุ่ม,เส้นหมี่",นำน้ำพริกหนุ่มมาผัดกับน้ำมันให้หอม|ใส่แครอทลงไป|ใส่แคบหมูขยำขยำนิดหน่อย|นำเส้นหมี่ที่แช่น้ำไว้แล้วล่วงหน้ามาผัดรวมด้วยทีเดียวคลุกเคล้าให้เข้ากัน ,https://img.wongnai.com/p/1968x0/2019/08/24/68742693f3a148d6810eac41ada49e08.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกลงเรือ,ตำ,"กะปิ,กระเทียม,พริกขี้หนู,มะอึกหั่นเส้น,มะดันสับละเอียด,กุ้งแห้ง,กระเทียม,มะนาว,น้ำตาลปี๊บ,หมูสามชั้นหั่น,หอม",โขลกกะปิย่างลงโขลกให้ละเอียดมะดันสับใส่น้ำตาลปี๊บให้ละลายสุกผัดให้พอแห้งตกแต่งด้วยไข่แดงเค็มให้สวยงาม,https://img.wongnai.com/p/800x0/2019/02/15/411a61bccb5f44b986e7e25bf8a78778.jpg,,,,,,,,,,,,,,,,,,,,
น้ำพริกไข่เค็ม,ตำ,"ไข่แดงเค็ม,กุ้งแห้ง,กระเทียม,กะปิ,มะนาว,น้ำตาลปี๊ป,พริกขี้หนูสวน,พริกชี้ฟ้า",นำกะปิห่อด้วยใบตองเตรียมไว้|นำพริกขี้หนูสวนและกระเทียมจากนั้นพริกชี้ฟ้าและกระเทียมให้ละเอียด|จากนั้นใส่กุ้งแห้งจากนั้นนำะกะปิน้ำปลาและน้ำมะนาว ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
